Category,Instance Type,vCPUs,Memory (GiB),Platform CPU Name,Platform Embedded Emissions (mtCo2eq)
Memory Optimized,x8g.24xlarge,96,1536,AWS Graviton4 Processor,3.2
Memory Optimized,x8g.48xlarge,192,3072,AWS Graviton4 Processor,
Memory Optimized,x8g.metal-24xl,96,1536,AWS Graviton4 Processor,3.2
Memory Optimized,x8g.metal-48xl,192,3072,AWS Graviton4 Processor,
Memory Optimized,x8aedz.large,2,64,AMD EPYC 9R05,
Memory Optimized,x8aedz.xlarge,4,128,AMD EPYC 9R05,
Memory Optimized,x8aedz.3xlarge,12,384,AMD EPYC 9R05,
Memory Optimized,x8aedz.6xlarge,24,768,AMD EPYC 9R05,
Memory Optimized,x8aedz.12xlarge,48,1536,AMD EPYC 9R05,
Memory Optimized,x8aedz.24xlarge,96,3072,AMD EPYC 9R05,
Memory Optimized,x8aedz.metal-12xl,48,1536,AMD EPYC 9R05,
Memory Optimized,x8aedz.metal-24xl,96,3072,AMD EPYC 9R05,
Memory Optimized,x8i.large,2,32,Intel Xeon Granite Rapids,
Memory Optimized,x8i.xlarge,4,64,Intel Xeon Granite Rapids,
Memory Optimized,x8i.2xlarge,8,128,Intel Xeon Granite Rapids,
Memory Optimized,x8i.4xlarge,16,256,Intel Xeon Granite Rapids,
Memory Optimized,x8i.8xlarge,32,512,Intel Xeon Granite Rapids,
Memory Optimized,x8i.12xlarge,48,768,Intel Xeon Granite Rapids,
Memory Optimized,x8i.16xlarge,64,1024,Intel Xeon Granite Rapids,
Memory Optimized,x8i.24xlarge,96,1536,Intel Xeon Granite Rapids,
Memory Optimized,x8i.32xlarge,128,2048,Intel Xeon Granite Rapids,
Memory Optimized,x8i.48xlarge,192,3072,Intel Xeon Granite Rapids,
Memory Optimized,x8i.64xlarge,256,4096,Intel Xeon Granite Rapids,
Memory Optimized,x8i.96xlarge,384,6144,Intel Xeon Granite Rapids,
Memory Optimized,x8i.metal-48xl,192,3072,Intel Xeon Granite Rapids,
Memory Optimized,x8i.metal-96xl,384,6144,Intel Xeon Granite Rapids,
Memory Optimized,z1d.large,2,16,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.xlarge,4,32,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.2xlarge,8,64,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.3xlarge,12,96,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.6xlarge,24,192,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.12xlarge,48,384,Intel Xeon Platinum 8151,1.2
Memory Optimized,z1d.metal,48,384,Intel Xeon Platinum 8151,1.2
Storage Optimized,d2.xlarge,4,30.5,Intel Xeon E5-2676 v3,1.9
Storage Optimized,d2.2xlarge,8,61,Intel Xeon E5-2676 v3,1.9
Storage Optimized,d2.4xlarge,16,122,Intel Xeon E5-2676 v3,1.9
Storage Optimized,d2.8xlarge,36,244,Intel Xeon E5-2676 v3,1.9
Storage Optimized,d3.xlarge,4,32,Intel Xeon Platinum 8259CL,1.66
Storage Optimized,d3.2xlarge,8,64,Intel Xeon Platinum 8259CL,1.66
Storage Optimized,d3.4xlarge,16,128,Intel Xeon Platinum 8259CL,1.66
Storage Optimized,d3.8xlarge,32,256,Intel Xeon Platinum 8259CL,1.66
Storage Optimized,d3en.xlarge,4,16,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,d3en.2xlarge,8,32,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,d3en.4xlarge,16,64,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,d3en.6xlarge,24,96,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,d3en.8xlarge,32,128,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,d3en.12xlarge,48,192,Intel Xeon Platinum 8259CL,1.54
Storage Optimized,h1.2xlarge,8,32,Intel Broadwell E5-2686 v4,1.15
Storage Optimized,h1.4xlarge,16,64,Intel Broadwell E5-2686 v4,1.15
Storage Optimized,h1.8xlarge,32,128,Intel Broadwell E5-2686 v4,1.15
Storage Optimized,h1.16xlarge,64,256,Intel Broadwell E5-2686 v4,1.15
Storage Optimized,i3.large,2,15.25,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.xlarge,4,30.5,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.2xlarge,8,61,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.4xlarge,16,122,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.8xlarge,32,244,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.16xlarge,64,488,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3.metal,72,512,Intel Broadwell E5-2686 v4,2.1
Storage Optimized,i3en.large,2,16,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.xlarge,4,32,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.2xlarge,8,64,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.3xlarge,12,96,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.6xlarge,24,192,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.12xlarge,48,384,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.24xlarge,96,768,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i3en.metal,96,768,Intel Xeon Platinum 8175M,4.3
Storage Optimized,i4g.large,2,16,AWS Graviton2 Processor,2
Storage Optimized,i4g.xlarge,4,32,AWS Graviton2 Processor,2
Storage Optimized,i4g.2xlarge,8,64,AWS Graviton2 Processor,2
Storage Optimized,i4g.4xlarge,16,128,AWS Graviton2 Processor,2
Storage Optimized,i4g.8xlarge,32,256,AWS Graviton2 Processor,2
Storage Optimized,i4g.16xlarge,64,512,AWS Graviton2 Processor,2
Storage Optimized,i4i.large,2,16,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.xlarge,4,32,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.2xlarge,8,64,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.4xlarge,16,128,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.8xlarge,32,256,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.12xlarge,48,384,Intel Xeon Ice Lake,
Storage Optimized,i4i.16xlarge,64,512,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.24xlarge,96,768,Intel Xeon Ice Lake,
Storage Optimized,i4i.32xlarge,128,1024,Intel Xeon Ice Lake,3.6
Storage Optimized,i4i.metal,128,1024,Intel Xeon Ice Lake,3.6
Storage Optimized,i7i.large,2,16,Intel Emerald Rapids,
Storage Optimized,i7i.xlarge,4,32,Intel Emerald Rapids,
Storage Optimized,i7i.2xlarge,8,64,Intel Emerald Rapids,
Storage Optimized,i7i.4xlarge,16,128,Intel Emerald Rapids,
Storage Optimized,i7i.8xlarge,32,256,Intel Emerald Rapids,
Storage Optimized,i7i.12xlarge,48,384,Intel Emerald Rapids,
Storage Optimized,i7i.16xlarge,64,512,Intel Emerald Rapids,
Storage Optimized,i7i.24xlarge,96,768,Intel Emerald Rapids,
Storage Optimized,i7i.48xlarge,192,1536,Intel Emerald Rapids,
Storage Optimized,i7i.metal-24xl,96,768,Intel Emerald Rapids,
Storage Optimized,i7i.metal-48xl,192,1536,Intel Emerald Rapids,
Storage Optimized,i7ie.large,2,16,Intel Emerald Rapids,
Storage Optimized,i7ie.xlarge,4,32,Intel Emerald Rapids,
Storage Optimized,i7ie.2xlarge,8,64,Intel Emerald Rapids,
Storage Optimized,i7ie.3xlarge,12,96,Intel Emerald Rapids,
Storage Optimized,i7ie.6xlarge,24,192,Intel Emerald Rapids,
Storage Optimized,i7ie.12xlarge,48,384,Intel Emerald Rapids,
Storage Optimized,i7ie.18xlarge,72,576,Intel Emerald Rapids,
Storage Optimized,i7ie.24xlarge,96,768,Intel Emerald Rapids,
Storage Optimized,i7ie.48xlarge,192,1536,Intel Emerald Rapids,
Storage Optimized,i7ie.metal-24xl,96,768,Intel Emerald Rapids,
Storage Optimized,i7ie.metal-48xl,192,1536,Intel Emerald Rapids,
Storage Optimized,i8g.large,2,16,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.xlarge,4,32,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.2xlarge,8,64,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.4xlarge,16,128,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.8xlarge,32,256,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.12xlarge,48,384,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.16xlarge,64,512,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.24xlarge,96,768,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.48xlarge,192,1536,AWS Graviton4 Processor,
Storage Optimized,i8g.metal-24xl,96,768,AWS Graviton4 Processor,2.7
Storage Optimized,i8g.metal-48xl,192,1536,AWS Graviton4 Processor,
Storage Optimized,i8ge.large,2,16,AWS Graviton4 Processor,
Storage Optimized,i8ge.xlarge,4,32,AWS Graviton4 Processor,
Storage Optimized,i8ge.2xlarge,8,64,AWS Graviton4 Processor,
Storage Optimized,i8ge.3xlarge,12,96,AWS Graviton4 Processor,
Storage Optimized,i8ge.6xlarge,24,192,AWS Graviton4 Processor,
Storage Optimized,i8ge.12xlarge,48,384,AWS Graviton4 Processor,
Storage Optimized,i8ge.18xlarge,72,576,AWS Graviton4 Processor,
Storage Optimized,i8ge.24xlarge,96,768,AWS Graviton4 Processor,
Storage Optimized,i8ge.48xlarge,192,1536,AWS Graviton4 Processor,
Storage Optimized,i8ge.metal-24xl,96,768,AWS Graviton4 Processor,
Storage Optimized,i8ge.metal-48xl,192,1536,AWS Graviton4 Processor,
Storage Optimized,im4gn.large,2,8,AWS Graviton2 Processor,2.1
Storage Optimized,im4gn.xlarge,4,16,AWS Graviton2 Processor,2.1
Storage Optimized,im4gn.2xlarge,8,32,AWS Graviton2 Processor,2.1
Storage Optimized,im4gn.4xlarge,16,64,AWS Graviton2 Processor,2.1
Storage Optimized,im4gn.8xlarge,32,128,AWS Graviton2 Processor,2.1
Storage Optimized,im4gn.16xlarge,64,256,AWS Graviton2 Processor,2.1
Storage Optimized,is4gen.medium,1,6,AWS Graviton2 Processor,3.6
Storage Optimized,is4gen.large,2,12,AWS Graviton2 Processor,3.6
Storage Optimized,is4gen.xlarge,4,24,AWS Graviton2 Processor,3.6
Storage Optimized,is4gen.2xlarge,8,48,AWS Graviton2 Processor,3.6
Storage Optimized,is4gen.4xlarge,16,96,AWS Graviton2 Processor,3.6
Storage Optimized,is4gen.8xlarge,32,192,AWS Graviton2 Processor,3.6
Accelerated Computing,dl1.24xlarge,96,768,Intel Xeon Platinum 8275CL,2.1
Accelerated Computing,dl2q.24xlarge,96,768,Intel Xeon Cascade Lake,
Accelerated Computing,f1.2xlarge,8,122,Intel Xeon E5-2686 v4,2.5
Accelerated Computing,f1.4xlarge,16,244,Intel Xeon E5-2686 v4,2.5
Accelerated Computing,f1.16xlarge,64,976,Intel Xeon E5-2686 v4,2.5
Accelerated Computing,f2.6xlarge,24,256,AMD EPYC 7R13,
Accelerated Computing,f2.12xlarge,48,512,AMD EPYC 7R13,
Accelerated Computing,f2.48xlarge,192,2048,AMD EPYC 7R13,
Accelerated Computing,g4ad.xlarge,4,16,2nd Gen AMD EPYC 7R32,1.2
Accelerated Computing,g4ad.2xlarge,8,32,2nd Gen AMD EPYC 7R32,1.2
Accelerated Computing,g4ad.4xlarge,16,64,2nd Gen AMD EPYC 7R32,1.2
Accelerated Computing,g4ad.8xlarge,32,128,2nd Gen AMD EPYC 7R32,1.2
Accelerated Computing,g4ad.16xlarge,64,256,2nd Gen AMD EPYC 7R32,1.2
Accelerated Computing,g4dn.xlarge,4,16,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.2xlarge,8,32,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.4xlarge,16,64,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.8xlarge,32,128,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.12xlarge,48,192,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.16xlarge,64,256,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g4dn.metal,96,384,Intel Xeon Platinum 8259L,1.2
Accelerated Computing,g5.xlarge,4,16,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.2xlarge,8,32,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.4xlarge,16,64,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.8xlarge,32,128,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.12xlarge,48,192,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.16xlarge,64,256,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.24xlarge,96,384,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5.48xlarge,192,768,2nd Gen AMD EPYC 7R32,2.2
Accelerated Computing,g5g.xlarge,4,8,AWS Graviton2 Processor,0.63
Accelerated Computing,g5g.2xlarge,8,16,AWS Graviton2 Processor,0.63
Accelerated Computing,g5g.4xlarge,16,32,AWS Graviton2 Processor,0.63
Accelerated Computing,g5g.8xlarge,32,64,AWS Graviton2 Processor,0.63
Accelerated Computing,g5g.16xlarge,64,128,AWS Graviton2 Processor,0.63
Accelerated Computing,g5g.metal,64,128,AWS Graviton2 Processor,0.63
Accelerated Computing,g6.xlarge,4,16,AMD EPYC 7R13,2.3
Accelerated Computing,g6.2xlarge,8,32,AMD EPYC 7R13,2.3
Accelerated Computing,g6.4xlarge,16,64,AMD EPYC 7R13,2.3
Accelerated Computing,g6.8xlarge,32,128,AMD EPYC 7R13,2.3
Accelerated Computing,g6.12xlarge,48,192,AMD EPYC 7R13,2.3
Accelerated Computing,g6.16xlarge,64,256,AMD EPYC 7R13,2.3
Accelerated Computing,g6.24xlarge,96,384,AMD EPYC 7R13,2.3
Accelerated Computing,g6.48xlarge,192,768,AMD EPYC 7R13,2.3
Accelerated Computing,g6e.xlarge,4,32,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.2xlarge,8,64,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.4xlarge,16,128,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.8xlarge,32,256,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.12xlarge,48,384,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.16xlarge,64,512,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.24xlarge,96,768,AMD EPYC 7R13,3.5
Accelerated Computing,g6e.48xlarge,192,1536,AMD EPYC 7R13,3.5
Accelerated Computing,g6f.large,2,8,AMD EPYC 7R13,
Accelerated Computing,g6f.xlarge,4,16,AMD EPYC 7R13,
Accelerated Computing,g6f.2xlarge,8,32,AMD EPYC 7R13,
Accelerated Computing,g6f.4xlarge,16,64,AMD EPYC 7R13,
Accelerated Computing,gr6.4xlarge,16,128,AMD EPYC 7R13,0.9
Accelerated Computing,gr6.8xlarge,32,256,AMD EPYC 7R13,0.9
Accelerated Computing,gr6f.4xlarge,16,128,AMD EPYC 7R13,
Accelerated Computing,g7e.2xlarge,8,64,Intel Xeon Emerald Rapids,
Accelerated Computing,g7e.4xlarge,16,128,Intel Xeon Emerald Rapids,
Accelerated Computing,g7e.8xlarge,32,256,Intel Xeon Emerald Rapids,
Accelerated Computing,g7e.12xlarge,48,512,Intel Xeon Emerald Rapids,
Accelerated Computing,g7e.24xlarge,96,1024,Intel Xeon Emerald Rapids,
Accelerated Computing,g7e.48xlarge,192,2048,Intel Xeon Emerald Rapids,
Accelerated Computing,inf1.xlarge,4,8,Intel Xeon Platinum 8259L,0.79
Accelerated Computing,inf1.2xlarge,8,16,Intel Xeon Platinum 8259L,0.79
Accelerated Computing,inf1.6xlarge,24,48,Intel Xeon Platinum 8259L,0.79
Accelerated Computing,inf1.24xlarge,96,192,Intel Xeon Platinum 8259L,0.79
Accelerated Computing,inf2.xlarge,4,16,AMD EPYC 7R13,1.9
Accelerated Computing,inf2.8xlarge,32,128,AMD EPYC 7R13,1.9
Accelerated Computing,inf2.24xlarge,96,384,AMD EPYC 7R13,1.9
Accelerated Computing,inf2.48xlarge,192,768,AMD EPYC 7R13,1.9
Accelerated Computing,p4d.24xlarge,96,1152,Intel Xeon Platinum 8175M,3
Accelerated Computing,p4de.24xlarge,96,1152,Intel Xeon Platinum 8175M,3
Accelerated Computing,p5.4xlarge,16,256,AMD EPYC 7R13,
Accelerated Computing,p5.48xlarge,192,2048,AMD EPYC 7R13,5.7
Accelerated Computing,p5e.48xlarge,192,2048,AMD EPYC 7R13,
Accelerated Computing,p5en.48xlarge,192,2048,Intel Xeon Sapphire Rapids,
Accelerated Computing,p6-b200.48xlarge,192,2048,Intel Xeon Emerald Rapids,
Accelerated Computing,p6-b300.48xlarge,192,4096,Intel Xeon Emerald Rapids,
Accelerated Computing,p6e-gb200.36xlarge,144,960,Nvidia Grace CPU,
Accelerated Computing,trn1.2xlarge,8,32,Intel Xeon Ice Lake 8375C,1.7
Accelerated Computing,trn1.32xlarge,128,512,Intel Xeon Ice Lake 8375C,1.7
Accelerated Computing,trn1n.32xlarge,128,512,Intel Xeon Ice Lake,1.7
Accelerated Computing,trn2.3xlarge,12,128,Intel Xeon Sapphire Rapids,
Accelerated Computing,trn2.48xlarge,192,2048,Intel Xeon Sapphire Rapids,
Accelerated Computing,trn2u.48xlarge,192,2048,Intel Xeon Sapphire Rapids,
Accelerated Computing,vt1.3xlarge,12,24,Intel Cascade Lake P-8259CL,0.79
Accelerated Computing,vt1.6xlarge,24,48,Intel Cascade Lake P-8259CL,0.79
Accelerated Computing,vt1.24xlarge,96,192,Intel Cascade Lake P-8259CL,0.79
HPC Optimized,hpc6a.48xlarge,96,384,AMD EPYC 7R13,
HPC Optimized,hpc6id.32xlarge,64,1024,Intel Xeon Ice Lake,
HPC Optimized,hpc7a.12xlarge,24,768,AMD EPYC 9R14,
HPC Optimized,hpc7a.24xlarge,48,768,AMD EPYC 9R14,
HPC Optimized,hpc7a.48xlarge,96,768,AMD EPYC 9R14,
HPC Optimized,hpc7a.96xlarge,192,768,AMD EPYC 9R14,
HPC Optimized,hpc7g.4xlarge,16,128,AWS Graviton3E Processor,0.63
HPC Optimized,hpc7g.8xlarge,32,128,AWS Graviton3E Processor,0.63
HPC Optimized,hpc7g.16xlarge,64,128,AWS Graviton3E Processor,0.63
HPC Optimized,hpc8a.96xlarge,192,768,AMD EPYC 9R45,
General Purpose (Previous Gen),a1.medium,1,2,Annapurna Labs Graviton,0.45
General Purpose (Previous Gen),a1.large,2,4,Annapurna Labs Graviton,0.45
General Purpose (Previous Gen),a1.xlarge,4,8,Annapurna Labs Graviton,0.45
General Purpose (Previous Gen),a1.2xlarge,8,16,Annapurna Labs Graviton,0.45
General Purpose (Previous Gen),a1.4xlarge,16,32,Annapurna Labs Graviton,0.45
General Purpose (Previous Gen),a1.metal,16,32,Annapurna Labs Graviton,0.45
Compute Optimized (Previous Gen),c1.medium,2,1.7,Intel Xeon E5-2651 V2,0.68
Compute Optimized (Previous Gen),c1.xlarge,8,7,Intel Xeon E5-2651 V2,0.68
Compute Optimized (Previous Gen),c3.large,2,3.75,Intel Xeon E5-2680 V2,0.7
Compute Optimized (Previous Gen),c3.xlarge,4,7.5,Intel Xeon E5-2680 V2,0.7
Compute Optimized (Previous Gen),c3.2xlarge,8,15,Intel Xeon E5-2680 V2,0.7
Compute Optimized (Previous Gen),c3.4xlarge,16,30,Intel Xeon E5-2680 V2,0.7
Compute Optimized (Previous Gen),c3.8xlarge,32,60,Intel Xeon E5-2680 V2,0.7
Compute Optimized (Previous Gen),c4.large,2,3.75,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.xlarge,4,7.5,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.2xlarge,8,15,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.4xlarge,16,30,Intel Xeon E5-2666 V3,0.67
Compute Optimized (Previous Gen),c4.8xlarge,36,60,Intel Xeon E5-2666 V3,0.67
Storage Optimized (Previous Gen),i2.xlarge,4,30.5,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.2xlarge,8,61,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.4xlarge,16,122,Intel Xeon E5-2670,1.5
Storage Optimized (Previous Gen),i2.8xlarge,32,244,Intel Xeon E5-2670,1.5
General Purpose (Previous Gen),m1.small,1,1.7,,1
General Purpose (Previous Gen),m1.medium,1,3.7,,1
General Purpose (Previous Gen),m1.large,2,7.5,,1
General Purpose (Previous Gen),m1.xlarge,4,15,,1
General Purpose (Previous Gen),m2.xlarge,2,17.1,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m2.2xlarge,4,34.2,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m2.4xlarge,8,68.4,Intel Xeon E5-2665,1.2
General Purpose (Previous Gen),m3.medium,1,3.75,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.large,2,7.5,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.xlarge,4,15,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m3.2xlarge,8,30,Intel Xeon E5-2670,1
General Purpose (Previous Gen),m4.large,2,8,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.xlarge,4,16,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.2xlarge,8,32,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.4xlarge,16,64,Intel Xeon E5-2686 v4,0.9
General Purpose (Previous Gen),m4.10xlarge,40,160,Intel Xeon E5-2676 V3,0.9
General Purpose (Previous Gen),m4.16xlarge,64,256,Intel Xeon E5-2686 v4,0.9
Memory Optimized (Previous Gen),r3.large,2,15,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.xlarge,4,30.5,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.2xlarge,8,61,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.4xlarge,16,122,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r3.8xlarge,32,244,Intel Xeon E5-2670,1.19
Memory Optimized (Previous Gen),r4.large,2,15.25,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.xlarge,4,30.5,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.2xlarge,8,61,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.4xlarge,16,122,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.8xlarge,32,244,Intel Xeon E5-2686 v4,1.6
Memory Optimized (Previous Gen),r4.16xlarge,64,488,Intel Xeon E5-2686 v4,1.6
General Purpose (Previous Gen),t1.micro,1,0.61,Intel Xeon E5-2670,0.75